SampleID,Transect,Site,ExposureLength,TrapID,Host,Parasitoid,Diagram ShortCode,Parasitised,Group
4455,Kirrama,K150,short,B5,NA,Unparasitised,NA,TRUE,Screen Only
4456,Kirrama,K150,short,B5,NA,Unparasitised,NA,TRUE,Screen Only
4458,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4459,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4460,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4461,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4465,Kirrama,K150,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4466,Kirrama,K150,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4474,Kirrama,K730,short,B13,pallidifrons,Unparasitised,NA,FALSE,Core
4475,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4476,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4477,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Core
4478,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4479,Kirrama,K730,short,B13,pallidifrons,Unparasitised,NA,FALSE,Core
4480,Kirrama,K730,short,B13,pallidifrons,Unparasitised,NA,FALSE,Core
4481,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Core
4482,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4483,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4484,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4485,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4486,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4487,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4488,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4489,Kirrama,K730,short,B17,NA,Unparasitised,NA,FALSE,Screen Only
4490,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4491,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4492,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4493,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4494,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4495,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4496,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4497,Kirrama,K730,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4498,Kirrama,K730,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
4500,Kirrama,K730,short,B3,rubida,Unparasitised,NA,FALSE,Core
4502,Kirrama,K730,short,B3,NA,Pteromalidae sp. 1,P1,TRUE,Screen Only
4503,Kirrama,K730,short,B3,rubida,Unparasitised,NA,TRUE,Enriching
4504,Kirrama,K730,short,B3,rubida,Unparasitised,NA,FALSE,Core
4505,Kirrama,K730,short,B3,pseudoananassae,Unparasitised,NA,FALSE,Core
4507,Kirrama,K730,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
4513,Kirrama,K730,short,B11,pallidifrons,Unparasitised,NA,FALSE,Core
4516,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4517,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4518,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4521,Kirrama,K230,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4522,Kirrama,K230,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4523,Kirrama,K230,short,B15,NA,Unparasitised,NA,TRUE,Screen Only
4527,Kirrama,K230,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4535,Paluma,P250,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4541,Kirrama,K230,short,B1,NA,Unparasitised,NA,TRUE,Screen Only
4546,Paluma,P650,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4547,Paluma,P650,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4549,Paluma,P650,short,B5,NA,Unparasitised,NA,TRUE,Screen Only
4556,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
4558,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
4561,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
4565,Paluma,P250,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
4566,Paluma,P250,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
4588,Paluma,P250,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
4600,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
4601,Paluma,P250,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
4629,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4630,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4631,Paluma,P250,short,B15,NA,Unparasitised,NA,TRUE,Screen Only
4633,Paluma,P250,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4650,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4652,Paluma,P250,short,B9,NA,Unparasitised,NA,TRUE,Screen Only
4653,Paluma,P250,short,B9,NA,Unparasitised,NA,TRUE,Screen Only
4654,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4655,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4656,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4657,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4668,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4670,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4671,Paluma,P250,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
4682,Kirrama,K150,short,B15,NA,Unparasitised,NA,TRUE,Screen Only
4684,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4685,Kirrama,K150,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4691,Paluma,P250,short,B7,NA,Unparasitised,NA,TRUE,Screen Only
4692,Paluma,P250,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4695,Paluma,P250,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4696,Paluma,P250,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4697,Paluma,P250,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4698,Kirrama,K230,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4699,Kirrama,K230,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4704,Kirrama,K230,short,B7,NA,Unparasitised,NA,FALSE,Screen Only
4710,Paluma,P650,short,B13,NA,Unparasitised,NA,FALSE,Screen Only
4714,Kirrama,K230,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4717,Kirrama,K230,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4718,Kirrama,K230,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4720,Kirrama,K230,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4721,Kirrama,K230,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
4722,Paluma,P650,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4723,Paluma,P650,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4725,Paluma,P650,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4729,Paluma,P650,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
4730,Paluma,P650,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4733,Paluma,P650,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4734,Paluma,P650,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
4736,Paluma,P650,short,B15,NA,Unparasitised,NA,TRUE,Screen Only
5170,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5171,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5172,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5173,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5174,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5175,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5176,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5177,Kirrama,K730,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5187,Kirrama,K730,long,B16,pseudoananassae,Unparasitised,NA,FALSE,Core
5188,Kirrama,K730,long,B16,sulfurigaster,Unparasitised,NA,FALSE,Core
5190,Kirrama,K730,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5191,Kirrama,K730,long,B16,birchii,Unparasitised,NA,FALSE,Core
5192,Kirrama,K730,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5193,Kirrama,K730,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5195,Kirrama,K730,long,B10,NA,Unparasitised,NA,FALSE,Screen Only
5196,Kirrama,K730,long,B10,NA,Unparasitised,NA,FALSE,Core
5199,Kirrama,K730,long,B10,rubida,Unparasitised,NA,FALSE,Core
5200,Kirrama,K730,long,B10,NA,Unparasitised,NA,FALSE,Screen Only
5201,Kirrama,K730,long,B10,rubida,Diapriidae sp. 1,D1,TRUE,Core
5258,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5259,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5260,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5261,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5262,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5263,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5264,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5265,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
5266,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5268,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Core
5269,Paluma,P880,short,B15,rubida,Unparasitised,NA,FALSE,Core
5270,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5272,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5273,Paluma,P880,short,B15,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
5274,Paluma,P880,short,B11,pseudotakahashii,Diapriidae sp. 2,D2,TRUE,Enriching
5276,Paluma,P880,short,B11,NA,Unparasitised,NA,FALSE,Core
5278,Paluma,P880,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
5280,Paluma,P880,short,B11,NA,Unparasitised,NA,FALSE,Core
5281,Paluma,P880,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
5282,Paluma,P880,short,B1,NA,Unparasitised,NA,TRUE,Screen Only
5285,Paluma,P880,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
5288,Paluma,P880,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
5290,Paluma,P880,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
5291,Paluma,P880,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
5301,Paluma,P880,short,B5,pallidifrons,Unparasitised,NA,FALSE,Core
5303,Paluma,P880,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5314,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5315,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5316,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5317,Kirrama,K070,short,B5,NA,Unparasitised,NA,TRUE,Screen Only
5318,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5319,Kirrama,K070,short,B5,NA,Unparasitised,NA,TRUE,Screen Only
5320,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5321,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5322,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5323,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5324,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5325,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5326,Kirrama,K070,short,B15,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
5327,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Core
5328,Kirrama,K070,short,B15,rubida,Unparasitised,NA,FALSE,Core
5329,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
5427,Paluma,P250,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5431,Paluma,P250,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
5433,Paluma,P250,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
5436,Paluma,P250,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5438,Paluma,P250,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5439,Paluma,P250,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5440,Paluma,P250,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5441,Paluma,P250,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5447,Paluma,P250,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5448,Paluma,P250,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5452,Paluma,P250,long,B12,NA,Unparasitised,NA,TRUE,Screen Only
5453,Paluma,P250,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
5455,Paluma,P250,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
5457,Paluma,P250,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
5464,Paluma,P250,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
5474,Paluma,P880,long,B8,pallidifrons,Unparasitised,NA,FALSE,Core
5476,Paluma,P880,long,B8,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
5477,Paluma,P880,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5479,Paluma,P880,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5483,Paluma,P880,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5485,Paluma,P880,long,B4,NA,Leptolamina sp. 1,LM1,TRUE,Core
5487,Paluma,P880,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5488,Paluma,P880,long,B4,rubida,Unparasitised,NA,FALSE,Core
5489,Paluma,P880,long,B4,rubida,Unparasitised,NA,FALSE,Core
5498,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5499,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5500,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5501,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5502,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5503,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5504,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5505,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5506,Paluma,P070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
5507,Paluma,P070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
5508,Paluma,P070,short,B1,bipectinata,Unparasitised,NA,FALSE,Core
5509,Paluma,P070,short,B1,bipectinata,Chalcidoidea sp. 1,C1,TRUE,Core
5510,Paluma,P070,short,B1,bipectinata,Leptopilina sp. 1,LP1,TRUE,Core
5514,Paluma,P070,short,B5,pseudoananassae,Asobara sp. 2,A2,TRUE,Core
5515,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5516,Paluma,P070,short,B5,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Core
5517,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5518,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5519,Paluma,P070,short,B5,pseudoananassae,Unparasitised,NA,TRUE,Core
5520,Paluma,P070,short,B5,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
5521,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
5530,Kirrama,K070,long,B6,rubida,Unparasitised,NA,FALSE,Core
5531,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5532,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Core
5533,Kirrama,K070,long,B6,NA,Asobara sp. 1,A1,TRUE,Core
5539,Kirrama,K730,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
5540,Kirrama,K730,medium,B7,pallidifrons,Unparasitised,NA,FALSE,Core
5541,Kirrama,K730,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
5542,Kirrama,K730,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
5549,Kirrama,K730,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5552,Kirrama,K730,long,B4,pseudoananassae,Unparasitised,NA,FALSE,Core
5594,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Core
5595,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5597,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5599,Kirrama,K730,medium,B15,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
5600,Kirrama,K730,medium,B15,pallidifrons,Unparasitised,NA,TRUE,Core
5601,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5613,Kirrama,K730,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
5614,Kirrama,K730,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
5619,Kirrama,K730,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5623,Kirrama,K730,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5629,Paluma,P070,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
5630,Paluma,P070,long,B2,NA,Unparasitised,NA,FALSE,Core
5631,Paluma,P070,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
5632,Paluma,P070,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
5634,Paluma,P070,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5635,Paluma,P070,long,B4,sulfurigaster,Leptopilina sp. 1,LP1,TRUE,Core
5636,Paluma,P070,long,B4,sulfurigaster,Leptopilina sp. 1,LP1,TRUE,Core
5637,Paluma,P070,long,B4,NA,Leptopilina sp. 1,LP1,TRUE,Core
5638,Paluma,P070,long,B4,NA,Leptopilina sp. 1,LP1,TRUE,Core
5639,Paluma,P070,long,B4,NA,Leptopilina sp. 1,LP1,TRUE,Screen Only
5640,Paluma,P070,long,B4,NA,Leptopilina sp. 1,LP1,TRUE,Screen Only
5641,Paluma,P070,long,B4,NA,Leptopilina sp. 1,LP1,TRUE,Core
5642,Paluma,P070,long,B8,pallidifrons,Unparasitised,NA,FALSE,Core
5644,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5645,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5646,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Core
5647,Paluma,P070,long,B8,NA,Unparasitised,NA,TRUE,Core
5648,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5649,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Core
5658,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
5659,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
5662,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
5663,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
5665,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
5669,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5671,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5673,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5678,Kirrama,K670,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5690,Kirrama,K670,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5691,Kirrama,K670,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5693,Kirrama,K670,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5695,Kirrama,K670,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5699,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5700,Kirrama,K670,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
5702,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5703,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5714,Kirrama,K670,long,B14,NA,Unparasitised,NA,TRUE,Screen Only
5715,Kirrama,K670,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5718,Kirrama,K670,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5721,Kirrama,K670,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5723,Kirrama,K670,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5725,Kirrama,K670,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5730,Kirrama,K390,medium,B9,NA,Unparasitised,NA,FALSE,Core
5731,Kirrama,K390,medium,B9,pseudoananassae,Unparasitised,NA,FALSE,Core
5735,Kirrama,K390,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
5737,Kirrama,K390,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
5738,Kirrama,K390,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
5739,Kirrama,K390,medium,B1,pseudoananassae,Unparasitised,NA,TRUE,Core
5748,Kirrama,K390,long,B10,NA,Unparasitised,NA,FALSE,Screen Only
5750,Kirrama,K390,long,B10,NA,Unparasitised,NA,FALSE,Screen Only
5751,Kirrama,K390,long,B10,NA,Unparasitised,NA,FALSE,Screen Only
5753,Kirrama,K390,long,B10,NA,Unparasitised,NA,FALSE,Screen Only
5763,Kirrama,K390,medium,B11,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
5769,Kirrama,K390,medium,B11,pallidifrons,Unparasitised,NA,FALSE,Core
5771,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Core
5772,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5773,Kirrama,K390,long,B14,NA,Unidentified,U,TRUE,Screen Only
5776,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
5777,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Core
5778,Kirrama,K390,long,B8,NA,Leptopilina sp. 2,LP2,TRUE,Screen Only
5779,Kirrama,K390,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5780,Kirrama,K390,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5782,Kirrama,K390,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5785,Kirrama,K390,long,B8,NA,Unparasitised,NA,FALSE,Core
5787,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5790,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5792,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Core
5795,Kirrama,K310,medium,B11,NA,Unparasitised,NA,TRUE,Screen Only
5800,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5802,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5805,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5806,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5807,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5809,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
5812,Kirrama,K310,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
5813,Kirrama,K310,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
5823,Kirrama,K310,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
5826,Kirrama,K310,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5829,Kirrama,K310,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5832,Kirrama,K310,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
5833,Kirrama,K310,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
5836,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5837,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5838,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5841,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5843,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5845,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5848,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
5851,Kirrama,K310,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5852,Kirrama,K310,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
5871,Kirrama,K310,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
5875,Kirrama,K230,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5876,Kirrama,K230,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5881,Kirrama,K230,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5882,Kirrama,K230,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
5888,Kirrama,K230,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
5892,Kirrama,K230,long,B12,NA,Unparasitised,NA,TRUE,Screen Only
5901,Kirrama,K230,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5902,Kirrama,K230,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5904,Kirrama,K230,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5905,Kirrama,K230,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
5910,Kirrama,K230,long,B2,NA,Unparasitised,NA,TRUE,Screen Only
5911,Kirrama,K230,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
5913,Kirrama,K230,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
5914,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5917,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5919,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5923,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5924,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5925,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5926,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5929,Kirrama,K230,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
5935,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
5939,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
