SampleID,Transect,Site,ExposureLength,TrapID,Host,Parasitoid,Diagram ShortCode,Parasitised,Group
42,Paluma,P880,short,B3,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
43,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
44,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
45,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
46,Paluma,P880,short,B3,birchii,Ganaspis sp. 1,G1,TRUE,Enriching
47,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
48,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
49,Paluma,P880,short,B3,NA,Unparasitised,NA,FALSE,Screen Only
50,Paluma,P880,short,B15,rubida,Unparasitised,NA,FALSE,Core
51,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
53,Paluma,P880,short,B15,pallidifrons,Unparasitised,NA,FALSE,Core
54,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
55,Paluma,P880,short,B15,pallidifrons,Unparasitised,NA,FALSE,Core
56,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
57,Paluma,P880,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
60,Paluma,P880,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
61,Paluma,P880,short,B11,birchii,Leptolamina sp. 1,LM1,TRUE,Enriching
62,Paluma,P880,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
63,Paluma,P880,short,B11,pseudotakahashii,Pteromalidae sp. 1,P1,TRUE,Enriching
66,Paluma,P880,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
67,Paluma,P880,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
70,Paluma,P880,short,B1,NA,Leptolamina sp. 1,LM1,TRUE,Screen Only
72,Paluma,P880,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
74,Paluma,P880,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
76,Paluma,P880,short,B9,pallidifrons,Diapriidae sp. 2,D2,TRUE,Enriching
79,Paluma,P880,short,B9,NA,Unparasitised,NA,FALSE,Screen Only
82,Paluma,P880,short,B5,pseudotakahashii,Diapriidae sp. 2,D2,TRUE,Enriching
83,Paluma,P880,short,B5,birchii,Unparasitised,NA,FALSE,Core
85,Paluma,P880,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
87,Paluma,P880,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
88,Paluma,P880,short,B5,pallidifrons,Unparasitised,NA,FALSE,Core
89,Paluma,P880,short,B5,rubida,Unparasitised,NA,FALSE,Core
98,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
99,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
100,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
101,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
102,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
103,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
104,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
105,Kirrama,K070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
106,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Core
107,Kirrama,K070,short,B15,pseudoananassae,Unparasitised,NA,FALSE,Core
112,Kirrama,K070,short,B15,NA,Unparasitised,NA,FALSE,Core
211,Paluma,P250,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
212,Paluma,P250,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
214,Paluma,P250,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
218,Paluma,P250,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
222,Paluma,P250,long,B14,NA,Unparasitised,NA,TRUE,Screen Only
229,Paluma,P250,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
231,Paluma,P250,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
232,Paluma,P250,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
234,Paluma,P250,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
244,Paluma,P250,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
258,Paluma,P880,long,B8,NA,Unparasitised,NA,FALSE,Core
259,Paluma,P880,long,B8,pallidifrons,Ganaspis sp. 1,G1,TRUE,Core
260,Paluma,P880,long,B8,pallidifrons,Unparasitised,NA,FALSE,Core
261,Paluma,P880,long,B8,pallidifrons,Unparasitised,NA,FALSE,Core
262,Paluma,P880,long,B8,NA,Unparasitised,NA,FALSE,Core
263,Paluma,P880,long,B8,immigrans,Pteromalidae sp. 1,P1,TRUE,Core
265,Paluma,P880,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
266,Paluma,P880,long,B4,rubida,Leptolamina sp. 1,LM1,TRUE,Core
267,Paluma,P880,long,B4,rubida,Leptolamina sp. 1,LM1,TRUE,Enriching
270,Paluma,P880,long,B4,pallidifrons,Unparasitised,NA,FALSE,Core
271,Paluma,P880,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
272,Paluma,P880,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
273,Paluma,P880,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
274,Paluma,P880,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
277,Paluma,P880,medium,B15,NA,Unparasitised,NA,FALSE,Core
278,Paluma,P880,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
280,Paluma,P880,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
282,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
283,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
284,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
285,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
286,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
287,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
288,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
289,Paluma,P880,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
290,Paluma,P070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
291,Paluma,P070,short,B1,rubida,Unparasitised,NA,FALSE,Core
292,Paluma,P070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
293,Paluma,P070,short,B1,bipectinata,Leptopilina sp. 1,LP1,TRUE,Enriching
294,Paluma,P070,short,B1,bunnanda,Chalcidoidea sp. 1,C1,TRUE,Core
295,Paluma,P070,short,B1,NA,Unparasitised,NA,FALSE,Core
296,Paluma,P070,short,B1,sulfurigaster,Unparasitised,NA,FALSE,Core
297,Paluma,P070,short,B1,NA,Unparasitised,NA,FALSE,Screen Only
298,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
299,Paluma,P070,short,B5,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
300,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
301,Paluma,P070,short,B5,bipectinata,Unparasitised,NA,FALSE,Core
302,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
303,Paluma,P070,short,B5,NA,Unparasitised,NA,FALSE,Screen Only
304,Paluma,P070,short,B5,bipectinata,Leptopilina sp. 1,LP1,TRUE,Enriching
305,Paluma,P070,short,B5,pallidifrons,Unparasitised,NA,FALSE,Core
309,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
310,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
312,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
313,Kirrama,K070,long,B6,rubida,Unparasitised,NA,FALSE,Core
314,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Core
316,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
317,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
321,Kirrama,K070,long,B6,NA,Unparasitised,NA,FALSE,Core
322,Kirrama,K730,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
324,Kirrama,K730,medium,B5,pseudoananassae,Unparasitised,NA,FALSE,Core
326,Kirrama,K730,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
327,Kirrama,K730,medium,B5,pseudoananassae,Unparasitised,NA,FALSE,Core
328,Kirrama,K730,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
330,Kirrama,K730,long,B4,rubida,Leptopilina sp. 2,LP2,TRUE,Enriching
334,Kirrama,K730,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
378,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
379,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
381,Kirrama,K730,medium,B15,pallidifrons,Unparasitised,NA,FALSE,Core
382,Kirrama,K730,medium,B15,NA,Pteromalidae sp. 1,P1,TRUE,Screen Only
384,Kirrama,K730,medium,B15,pseudoananassae,Unparasitised,NA,FALSE,Core
385,Kirrama,K730,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
394,Kirrama,K730,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
395,Kirrama,K730,medium,B9,pseudoananassae,Unparasitised,NA,FALSE,Core
397,Kirrama,K730,medium,B9,sulfurigaster,Unparasitised,NA,TRUE,Core
399,Kirrama,K730,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
400,Kirrama,K730,medium,B9,pseudoananassae,Unparasitised,NA,FALSE,Core
401,Kirrama,K730,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
402,Kirrama,K730,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
403,Kirrama,K730,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
405,Kirrama,K730,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
408,Kirrama,K730,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
410,Paluma,P070,long,B2,NA,Leptopilina sp. 1,LP1,TRUE,Core
411,Paluma,P070,long,B2,NA,Unparasitised,NA,FALSE,Screen Only
413,Paluma,P070,long,B2,NA,Leptopilina sp. 1,LP1,TRUE,Screen Only
414,Paluma,P070,long,B2,NA,Unidentified,U,TRUE,Core
417,Paluma,P070,long,B2,NA,Unparasitised,NA,FALSE,Core
419,Paluma,P070,long,B4,NA,Unparasitised,NA,FALSE,Core
420,Paluma,P070,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
421,Paluma,P070,long,B4,NA,Leptopilina sp. 1,LP1,TRUE,Core
422,Paluma,P070,long,B4,bipectinata,Unparasitised,NA,TRUE,Core
423,Paluma,P070,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
424,Paluma,P070,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
425,Paluma,P070,long,B4,pseudoananassae,Unparasitised,NA,FALSE,Core
426,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Core
427,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Core
429,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Core
431,Paluma,P070,long,B8,rubida,Unparasitised,NA,FALSE,Core
432,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Core
433,Paluma,P070,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
434,Paluma,P070,long,B14,NA,Unparasitised,NA,FALSE,Core
435,Paluma,P070,long,B14,NA,Leptopilina sp. 1,LP1,TRUE,Core
436,Paluma,P070,long,B14,NA,Unparasitised,NA,FALSE,Core
438,Paluma,P070,long,B14,NA,Leptopilina sp. 1,LP1,TRUE,Screen Only
439,Paluma,P070,long,B14,NA,Leptopilina sp. 1,LP1,TRUE,Core
440,Paluma,P070,long,B14,NA,Leptopilina sp. 1,LP1,TRUE,Core
441,Paluma,P070,long,B14,NA,Leptopilina sp. 1,LP1,TRUE,Core
443,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
449,Kirrama,K670,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
453,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
454,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
455,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
456,Kirrama,K670,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
459,Kirrama,K670,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
460,Kirrama,K670,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
462,Kirrama,K670,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
467,Kirrama,K670,medium,B3,NA,Unparasitised,NA,TRUE,Screen Only
469,Kirrama,K670,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
470,Kirrama,K670,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
471,Kirrama,K670,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
472,Kirrama,K670,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
473,Kirrama,K670,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
474,Kirrama,K670,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
479,Kirrama,K670,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
483,Kirrama,K670,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
491,Kirrama,K670,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
495,Kirrama,K670,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
499,Kirrama,K670,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
500,Kirrama,K670,long,B14,NA,Unparasitised,NA,TRUE,Screen Only
501,Kirrama,K670,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
503,Kirrama,K670,long,B14,NA,Unparasitised,NA,TRUE,Screen Only
505,Kirrama,K670,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
510,Kirrama,K670,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
514,Kirrama,K390,medium,B9,pseudoananassae,Unparasitised,NA,FALSE,Core
515,Kirrama,K390,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
518,Kirrama,K390,medium,B9,rubida,Unparasitised,NA,FALSE,Core
519,Kirrama,K390,medium,B9,rubida,Unparasitised,NA,FALSE,Core
525,Kirrama,K390,medium,B1,NA,Unparasitised,NA,FALSE,Core
526,Kirrama,K390,medium,B1,NA,Unparasitised,NA,FALSE,Core
528,Kirrama,K390,medium,B1,pseudoananassae,Unparasitised,NA,FALSE,Core
529,Kirrama,K390,medium,B1,NA,Unparasitised,NA,FALSE,Core
547,Kirrama,K390,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
549,Kirrama,K390,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
554,Kirrama,K390,long,B14,pallidifrons,Unparasitised,NA,FALSE,Core
555,Kirrama,K390,long,B14,pallidifrons,Leptopilina sp. 2,LP2,TRUE,Enriching
557,Kirrama,K390,long,B14,rubida,Unparasitised,NA,FALSE,Core
558,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
559,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
560,Kirrama,K390,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
562,Kirrama,K390,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
568,Kirrama,K390,long,B8,pseudoananassae,Unparasitised,NA,FALSE,Core
569,Kirrama,K390,long,B8,pseudoananassae,Unparasitised,NA,FALSE,Core
573,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
574,Kirrama,K390,medium,B13,bipectinata,Unparasitised,NA,FALSE,Core
576,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
577,Kirrama,K390,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
583,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
585,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
588,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
592,Kirrama,K310,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
598,Kirrama,K310,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
599,Kirrama,K310,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
600,Kirrama,K310,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
605,Kirrama,K310,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
606,Kirrama,K310,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
612,Kirrama,K310,long,B6,NA,Unparasitised,NA,TRUE,Screen Only
614,Kirrama,K310,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
615,Kirrama,K310,long,B6,NA,Unparasitised,NA,FALSE,Screen Only
619,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
620,Kirrama,K310,medium,B3,NA,Unparasitised,NA,TRUE,Screen Only
621,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
627,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
632,Kirrama,K310,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
636,Kirrama,K310,long,B8,NA,Unparasitised,NA,TRUE,Screen Only
637,Kirrama,K310,long,B8,NA,Unparasitised,NA,TRUE,Screen Only
638,Kirrama,K310,long,B8,NA,Unparasitised,NA,FALSE,Screen Only
642,Kirrama,K310,medium,B12,NA,Unparasitised,NA,FALSE,Screen Only
647,Kirrama,K310,medium,B12,NA,Unparasitised,NA,FALSE,Screen Only
652,Kirrama,K310,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
653,Kirrama,K310,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
656,Kirrama,K310,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
660,Kirrama,K230,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
661,Kirrama,K230,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
676,Kirrama,K230,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
678,Kirrama,K230,long,B12,NA,Unparasitised,NA,TRUE,Screen Only
685,Kirrama,K230,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
687,Kirrama,K230,long,B16,NA,Unparasitised,NA,FALSE,Screen Only
703,Kirrama,K230,medium,B15,NA,Unparasitised,NA,TRUE,Screen Only
713,Kirrama,K230,medium,B15,NA,Unparasitised,NA,TRUE,Screen Only
714,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
715,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
718,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
719,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
725,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
726,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
729,Kirrama,K230,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
732,Kirrama,K230,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
738,Kirrama,K230,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
743,Kirrama,K230,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
755,Kirrama,K230,medium,B1,NA,Unparasitised,NA,TRUE,Screen Only
762,Kirrama,K150,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
763,Kirrama,K150,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
766,Kirrama,K150,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
767,Kirrama,K150,medium,B7,NA,Unparasitised,NA,TRUE,Screen Only
772,Kirrama,K150,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
773,Kirrama,K150,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
775,Kirrama,K150,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
776,Kirrama,K150,medium,B15,NA,Unparasitised,NA,FALSE,Screen Only
781,Kirrama,K150,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
784,Kirrama,K150,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
786,Kirrama,K150,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
789,Kirrama,K150,medium,B5,NA,Unparasitised,NA,TRUE,Screen Only
792,Kirrama,K150,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
794,Kirrama,K150,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
800,Kirrama,K150,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
801,Kirrama,K150,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
802,Kirrama,K150,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
805,Kirrama,K150,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
806,Kirrama,K150,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
807,Kirrama,K150,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
808,Kirrama,K150,medium,B13,NA,Unparasitised,NA,TRUE,Screen Only
809,Kirrama,K150,medium,B13,NA,Unparasitised,NA,FALSE,Screen Only
815,Kirrama,K150,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
817,Kirrama,K150,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
818,Kirrama,K070,medium,B7,sulfurigaster,Unparasitised,NA,FALSE,Core
820,Kirrama,K070,medium,B7,sulfurigaster,Unparasitised,NA,FALSE,Core
821,Kirrama,K070,medium,B7,sulfurigaster,Unparasitised,NA,FALSE,Core
822,Kirrama,K070,medium,B7,Drosophila sp. 1,Unparasitised,NA,FALSE,Core
823,Kirrama,K070,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
824,Kirrama,K070,medium,B7,NA,Unparasitised,NA,FALSE,Screen Only
825,Kirrama,K070,medium,B7,Drosophila sp. 1,Unparasitised,NA,FALSE,Core
826,Kirrama,K150,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
828,Kirrama,K150,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
838,Kirrama,K150,long,B4,NA,Unparasitised,NA,FALSE,Screen Only
842,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
843,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
844,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
845,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
846,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Core
847,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Core
848,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Core
849,Kirrama,K070,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
850,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
851,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
852,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
853,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
854,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
855,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
856,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
857,Kirrama,K070,long,B12,NA,Unparasitised,NA,FALSE,Screen Only
858,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
859,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
860,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Core
861,Kirrama,K070,medium,B11,pseudoananassae,Unparasitised,NA,FALSE,Core
863,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
864,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
865,Kirrama,K070,medium,B11,NA,Unparasitised,NA,FALSE,Screen Only
866,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
867,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
868,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
869,Paluma,P070,short,B11,pseudoananassae,Unparasitised,NA,TRUE,Enriching
870,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
871,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
872,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
873,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
874,Paluma,P070,short,B11,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
875,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
876,Paluma,P070,short,B11,bipectinata,Leptopilina sp. 1,LP1,TRUE,Enriching
877,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
878,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
879,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
880,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
881,Paluma,P070,short,B11,NA,Unparasitised,NA,FALSE,Screen Only
882,Paluma,P070,short,B15,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
884,Paluma,P070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
885,Paluma,P070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
886,Paluma,P070,short,B15,pseudoananassae,Leptopilina sp. 1,LP1,TRUE,Enriching
887,Paluma,P070,short,B15,NA,Unparasitised,NA,FALSE,Screen Only
888,Paluma,P070,short,B15,pandora,Leptopilina sp. 1,LP1,TRUE,Core
889,Paluma,P070,short,B15,pseudoananassae,Unparasitised,NA,FALSE,Core
1028,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
1031,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
1033,Paluma,P780,medium,B3,NA,Unparasitised,NA,TRUE,Screen Only
1035,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
1036,Paluma,P780,medium,B3,NA,Unparasitised,NA,TRUE,Screen Only
1038,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
1040,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
1041,Paluma,P780,medium,B3,NA,Unparasitised,NA,FALSE,Screen Only
1043,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
1048,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
1049,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
1052,Paluma,P780,medium,B1,NA,Unparasitised,NA,FALSE,Screen Only
1059,Paluma,P780,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
1061,Paluma,P780,medium,B9,NA,Unparasitised,NA,FALSE,Screen Only
1066,Paluma,P780,medium,B5,NA,Unparasitised,NA,FALSE,Screen Only
1074,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
1075,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
1076,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
1077,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
1078,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
1079,Paluma,P780,long,B14,NA,Unparasitised,NA,FALSE,Screen Only
